-2.35546,4.743274,-4.56057
-2.531164,5.1988,-4.950342
-2.103218,4.046959,-3.883614
-2.639976,5.591371,-5.435944
-2.564557,5.764306,-6.015598
-2.339312,5.775837,-6.540328
-2.104297,5.776424,-6.944075
-1.864451,5.778685,-7.230509
-1.619146,5.780942,-7.387907
-1.368081,5.784694,-7.405856
-1.107855,5.788439,-7.280387
-0.84276,5.793051,-7.007851
-0.566614,5.797654,-6.589627
-0.286104,5.802212,-6.025714
0.005112,5.806757,-5.320439
0.300982,5.810421,-4.476886
0.605153,5.814039,-3.50351
0.914508,5.816324,-2.408693
1.228634,5.818595,-1.207322
1.544519,5.818783,0.082239
1.86783,5.850366,1.472398
2.229681,6.25745,2.830245
2.570091,7.167965,3.949444
2.858937,8.218264,4.848541
2.835787,8.274691,4.786169
-1.861334,3.464282,-3.300272
2.745868,8.146833,4.573363
-1.637283,3.018424,-2.817192
2.565937,7.75168,4.191205
-1.411094,2.666761,-2.389456
2.317175,7.164282,3.724554
-1.18582,2.414161,-2.023939
1.992936,6.431897,3.203514
-0.952884,2.237496,-1.702054
1.599478,5.568491,2.663659
-0.703103,2.056071,-1.401502
1.128571,4.534335,2.101915
-0.413056,1.676227,-1.058623
0.614004,3.201017,1.499516
-0.131409,0.872726,-0.585837
0.17831,1.457764,0.772111
0.0,0.0,0.0
0.0,0.0,0.0
-0.015204,0.343664,0.316738
0.00857,0.344703,-0.45131
-0.109151,0.576247,0.64166
0.137976,0.542936,-0.906312
-0.402559,0.227042,1.179575
0.533743,0.020906,-1.635638
-0.842232,-0.292154,1.839989
1.071533,-0.633539,-2.443671
-1.225567,-0.729464,2.419404
1.439005,-1.045147,-2.997439
-1.365846,-0.911621,2.650369
1.424556,-1.053991,-2.972451
-1.266482,-0.875638,2.463991
1.124714,-0.802713,-2.412244
-1.036945,-0.71941,1.966534
0.746683,-0.481021,-1.594135
-0.772522,-0.530838,1.294442
0.427707,-0.213826,-0.783638
-0.516795,-0.34482,0.515088
0.203419,-0.033047,-0.10321
-0.275781,-0.182718,-0.362397
0.057925,0.069907,0.426971
-0.065349,-0.051883,-1.283983
-0.026257,0.112646,0.794052
0.08747,0.029278,-2.10494
-0.061793,0.113006,0.985754
